==========================================
SLURM_JOB_ID = 2560997
SLURM_JOB_NODELIST = b10-23
TMPDIR = /tmp/SLURM_2560997
==========================================
Using GATK jar /home1/mharden/.conda/envs/gatk4/share/gatk4-4.2.2.0-1/gatk-package-4.2.2.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -jar /home1/mharden/.conda/envs/gatk4/share/gatk4-4.2.2.0-1/gatk-package-4.2.2.0-local.jar HaplotypeCaller -R Kr2015_Undaria.pinnatifida_superscaffolds.fasta -I SRR12223738_SRP271933_Undaria_pinnatifida_individual_2_2016-04-19_INTRO_Fr_Roscoff_2_France.mark_dupes.bam -O SRR12223738_SRP271933_Undaria_pinnatifida_individual_2_2016-04-19_INTRO_Fr_Roscoff_2_France.g.vcf.gz -ERC GVCF
04:21:23.928 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/home1/mharden/.conda/envs/gatk4/share/gatk4-4.2.2.0-1/gatk-package-4.2.2.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
Nov 10, 2021 4:21:24 AM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
04:21:24.101 INFO  HaplotypeCaller - ------------------------------------------------------------
04:21:24.102 INFO  HaplotypeCaller - The Genome Analysis Toolkit (GATK) v4.2.2.0
04:21:24.102 INFO  HaplotypeCaller - For support and documentation go to https://software.broadinstitute.org/gatk/
04:21:24.103 INFO  HaplotypeCaller - Executing as mharden@b10-23.hpc.usc.edu on Linux v3.10.0-1062.4.1.el7.x86_64 amd64
04:21:24.103 INFO  HaplotypeCaller - Java runtime: OpenJDK 64-Bit Server VM v1.8.0_302-b08
04:21:24.103 INFO  HaplotypeCaller - Start Date/Time: November 10, 2021 4:21:23 AM PST
04:21:24.103 INFO  HaplotypeCaller - ------------------------------------------------------------
04:21:24.103 INFO  HaplotypeCaller - ------------------------------------------------------------
04:21:24.103 INFO  HaplotypeCaller - HTSJDK Version: 2.24.1
04:21:24.103 INFO  HaplotypeCaller - Picard Version: 2.25.4
04:21:24.103 INFO  HaplotypeCaller - Built for Spark Version: 2.4.5
04:21:24.104 INFO  HaplotypeCaller - HTSJDK Defaults.COMPRESSION_LEVEL : 2
04:21:24.104 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
04:21:24.104 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
04:21:24.104 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
04:21:24.104 INFO  HaplotypeCaller - Deflater: IntelDeflater
04:21:24.104 INFO  HaplotypeCaller - Inflater: IntelInflater
04:21:24.104 INFO  HaplotypeCaller - GCS max retries/reopens: 20
04:21:24.104 INFO  HaplotypeCaller - Requester pays: disabled
04:21:24.104 INFO  HaplotypeCaller - Initializing engine
04:21:24.960 INFO  HaplotypeCaller - Done initializing engine
04:21:24.963 INFO  HaplotypeCallerEngine - Tool is in reference confidence mode and the annotation, the following changes will be made to any specified annotations: 'StrandBiasBySample' will be enabled. 'ChromosomeCounts', 'FisherStrand', 'StrandOddsRatio' and 'QualByDepth' annotations have been disabled
04:21:24.978 INFO  HaplotypeCallerEngine - Standard Emitting and Calling confidence set to 0.0 for reference-model confidence output
04:21:24.978 INFO  HaplotypeCallerEngine - All sites annotated with PLs forced to true for reference-model confidence output
04:21:24.999 INFO  NativeLibraryLoader - Loading libgkl_utils.so from jar:file:/home1/mharden/.conda/envs/gatk4/share/gatk4-4.2.2.0-1/gatk-package-4.2.2.0-local.jar!/com/intel/gkl/native/libgkl_utils.so
04:21:25.001 INFO  NativeLibraryLoader - Loading libgkl_pairhmm_omp.so from jar:file:/home1/mharden/.conda/envs/gatk4/share/gatk4-4.2.2.0-1/gatk-package-4.2.2.0-local.jar!/com/intel/gkl/native/libgkl_pairhmm_omp.so
04:21:25.046 INFO  IntelPairHmm - Flush-to-zero (FTZ) is enabled when running PairHMM
04:21:25.046 INFO  IntelPairHmm - Available threads: 12
04:21:25.047 INFO  IntelPairHmm - Requested threads: 4
04:21:25.047 INFO  PairHMM - Using the OpenMP multi-threaded AVX-accelerated native PairHMM implementation
04:21:25.116 INFO  ProgressMeter - Starting traversal
04:21:25.117 INFO  ProgressMeter -        Current Locus  Elapsed Minutes     Regions Processed   Regions/Minute
04:21:26.024 WARN  InbreedingCoeff - InbreedingCoeff will not be calculated at position LG00:761 and possibly subsequent; at least 10 samples must have called genotypes
04:21:35.148 INFO  ProgressMeter -          LG00:144228              0.2                   720           4307.1
04:21:35.332 WARN  DepthPerSampleHC - Annotation will not be calculated at position LG00:148453 and possibly subsequent; genotype for sample INTRO_Fr_Roscoff_2_France is not called
04:21:35.332 WARN  StrandBiasBySample - Annotation will not be calculated at position LG00:148453 and possibly subsequent; genotype for sample INTRO_Fr_Roscoff_2_France is not called
04:21:45.173 INFO  ProgressMeter -          LG00:553061              0.3                  2650           7928.2
04:21:55.215 INFO  ProgressMeter -          LG00:955641              0.5                  4560           9090.3
04:22:05.527 INFO  ProgressMeter -         LG00:1184992              0.7                  5720           8492.9
04:22:15.957 INFO  ProgressMeter -         LG00:1480854              0.8                  7190           8485.4
04:22:26.039 INFO  ProgressMeter -         LG00:1647139              1.0                  8210           8085.7
04:22:36.060 INFO  ProgressMeter -         LG00:1765130              1.2                  9000           7611.7
04:22:46.135 INFO  ProgressMeter -         LG00:1814348              1.4                  9370           6939.2
04:22:56.143 INFO  ProgressMeter -         LG00:1950333              1.5                 10190           6716.8
04:23:06.199 INFO  ProgressMeter -         LG00:2032074              1.7                 10790           6404.7
04:23:16.221 INFO  ProgressMeter -         LG00:2103617              1.9                 11300           6102.4
04:23:26.247 INFO  ProgressMeter -         LG00:2532875              2.0                 13390           6632.5
04:23:37.426 INFO  ProgressMeter -         LG00:2864321              2.2                 15050           6824.9
04:23:47.432 INFO  ProgressMeter -         LG00:3330472              2.4                 17220           7260.0
04:23:57.447 INFO  ProgressMeter -         LG00:3700936              2.5                 19030           7495.6
04:24:07.520 INFO  ProgressMeter -         LG00:3998146              2.7                 20540           7588.5
04:24:17.561 INFO  ProgressMeter -         LG00:4362530              2.9                 22330           7769.5
04:24:27.575 INFO  ProgressMeter -         LG00:4767119              3.0                 24360           8010.6
04:24:37.796 INFO  ProgressMeter -         LG00:5002908              3.2                 25550           7956.2
04:24:48.534 INFO  ProgressMeter -         LG00:5030277              3.4                 25780           7604.1
04:24:59.045 INFO  ProgressMeter -         LG00:5054415              3.6                 25930           7272.5
04:25:09.101 INFO  ProgressMeter -         LG00:5069884              3.7                 26050           6978.2
04:25:19.479 INFO  ProgressMeter -         LG00:5112892              3.9                 26390           6756.2
04:25:29.498 INFO  ProgressMeter -         LG00:5173484              4.1                 26860           6594.6
04:25:40.794 INFO  ProgressMeter -         LG00:5193682              4.3                 27010           6338.5
04:25:50.953 INFO  ProgressMeter -         LG00:5221454              4.4                 27220           6143.6
04:26:00.985 INFO  ProgressMeter -         LG00:5280609              4.6                 27660           6015.9
04:26:11.044 INFO  ProgressMeter -         LG00:5309715              4.8                 27880           5850.4
04:26:21.515 INFO  ProgressMeter -         LG00:5360839              4.9                 28280           5724.7
04:26:31.527 INFO  ProgressMeter -         LG00:5696385              5.1                 30000           5874.5
04:26:43.102 INFO  ProgressMeter -         LG00:5959565              5.3                 31340           5913.5
04:26:53.789 INFO  ProgressMeter -         LG00:6266403              5.5                 32810           5989.6
04:27:03.815 INFO  ProgressMeter -         LG00:6612542              5.6                 34540           6118.7
04:27:15.633 INFO  ProgressMeter -         LG00:6768664              5.8                 35300           6042.5
04:27:25.654 INFO  ProgressMeter -         LG00:7017723              6.0                 36500           6074.3
04:27:35.778 INFO  ProgressMeter -         LG00:7448203              6.2                 38720           6267.7
04:27:46.639 INFO  ProgressMeter -         LG00:7605308              6.4                 39670           6238.7
04:27:56.781 INFO  ProgressMeter -         LG00:7661270              6.5                 40080           6140.0
04:28:07.276 INFO  ProgressMeter -         LG00:7737637              6.7                 40670           6067.7
04:28:17.611 INFO  ProgressMeter -         LG00:7945983              6.9                 41770           6075.7
04:28:27.615 INFO  ProgressMeter -         LG00:8336531              7.0                 43660           6200.3
04:28:37.875 INFO  ProgressMeter -         LG00:8537745              7.2                 44680           6194.7
04:28:48.489 INFO  ProgressMeter -         LG00:8737216              7.4                 45740           6189.8
04:28:58.497 INFO  ProgressMeter -         LG00:9154462              7.6                 47740           6317.9
04:29:08.498 INFO  ProgressMeter -         LG00:9561784              7.7                 49740           6440.5
04:29:18.503 INFO  ProgressMeter -         LG00:9869932              7.9                 51260           6497.0
04:29:28.629 INFO  ProgressMeter -        LG00:10104005              8.1                 52460           6509.9
04:29:38.630 INFO  ProgressMeter -        LG00:10402181              8.2                 53990           6564.0
04:29:48.696 INFO  ProgressMeter -        LG00:10760458              8.4                 55750           6642.5
